text,entities_extracted,organization,exam_name,vacancies
"Andhra Pradesh PUBLIC SERVICE COMMISSION
NOTIFICATION NO. 16/2025

The Andhra Pradesh Public Service Commission (APPSC) invites applications for recruitment to the post of Assistant.

Total Vacancies: 10000 posts
Educational Qualification: Post Graduate Degree in relevant subject with UGC NET
Age: 25-40 years as on 01/07/2025
Fee: ₹200
Pay Scale: ₹35,000-₹40,000 per month
Registration Start: 04.08.2026
Last Date to Apply: 04/11/2027
Preliminary Exam Date: 04 August 2027
Experience: 3 years of experience in relevant field
Selection: Prelims + Mains + Interview","ORGANIZATION:APPSC; POST_NAME:Assistant; VACANCY_COUNT:10000; QUALIFICATION:Post Graduate Degree in relevant subject with UGC NET; AGE_LIMIT:25-40 years; APPLICATION_FEE:₹200; PAY_SCALE:₹35,000-₹40,000 per month; START_DATE:04.08.2026; LAST_DATE:04/11/2027; EXAM_DATE:04 August 2027; EXPERIENCE:3 years of experience in relevant field",APPSC,SAIL Management Trainee through GATE 2026,10000
"Notification: Power Grid Executive Trainee through GATE 2026
Issued by: Employees State Insurance Corporation
Total posts to be filled: 250
Post name: Degree College Lecturer
Required qualification: Matriculation (10th pass) from recognized board
Age criteria: 23-35 years
Exam fee: ₹600
Pay after selection: ₹35,000-₹40,000 per month
Important dates - 
  Apply from: 10 July 2026
  Apply till: 5nd March 2027
  Exam on: 17 February 2026
Experience criteria: Freshers can apply","VACANCY_COUNT:250; POST_NAME:Degree College Lecturer; QUALIFICATION:Matriculation (10th pass) from recognized board; AGE_LIMIT:23-35 years; APPLICATION_FEE:₹600; PAY_SCALE:₹35,000-₹40,000 per month; START_DATE:10 July 2026; LAST_DATE:5nd March 2027; EXAM_DATE:17 February 2026; EXPERIENCE:Freshers can apply",ESIC,Power Grid Executive Trainee through GATE 2026,250
"Telangana PUBLIC SERVICE COMMISSION
NOTIFICATION NO. 27/2026

The Telangana Public Service Commission (TSPSC) invites applications for recruitment to the post of Primary Teacher (PRT).

Total Vacancies: 1500 posts
Educational Qualification: B.Tech/B.E. in Computer Science/IT/Electronics from recognized university
Age: 18-32 years as on 01/07/2026
Fee: ₹750
Pay Scale: Level-4: ₹25,500-81,100
Registration Start: 15-02-2026
Last Date to Apply: 10/04/2026
Preliminary Exam Date: 22-Jul-2026
Experience: 3 years of experience in relevant field
Selection: Prelims + Mains + Interview","ORGANIZATION:TSPSC; POST_NAME:Primary Teacher (PRT); VACANCY_COUNT:1500; QUALIFICATION:B.Tech/B.E. in Computer Science/IT/Electronics from recognized university; AGE_LIMIT:18-32 years; APPLICATION_FEE:₹750; PAY_SCALE:Level-4: ₹25,500-81,100; START_DATE:15-02-2026; LAST_DATE:10/04/2026; EXAM_DATE:22-Jul-2026; EXPERIENCE:3 years of experience in relevant field",TSPSC,DRDO Scientist B Recruitment through RAC 2026,1500
"Applications are invited for 25 positions of Degree College Lecturer in National Bank for Agriculture & Rural Development (NABARD). Essential qualification is Bachelor Degree in any discipline from recognized university. Upper age limit is 18-32 years as on closing date. Selection will be through written examination. Examination fee: ₹1500. Remuneration: Level-10: ₹56,100-1,77,500. Online registration opens: 18/06/2026. Last date for submission: 14/11/2026. Written test date: 5rd November 2026. Desired experience: 1 years of experience in relevant field.","VACANCY_COUNT:25; POST_NAME:Degree College Lecturer; ORGANIZATION:NABARD; QUALIFICATION:Bachelor Degree in any discipline from recognized university; AGE_LIMIT:18-32 years; APPLICATION_FEE:₹1500; PAY_SCALE:Level-10: ₹56,100-1,77,500; START_DATE:18/06/2026; LAST_DATE:14/11/2026; EXAM_DATE:5rd November 2026; EXPERIENCE:1 years of experience in relevant field",NABARD,Indian Air Force AFCAT 2026,25
"Notification: Indian Army Agniveer Rally 2026
Issued by: Institute of Banking Personnel Selection
Total posts to be filled: 20
Post name: Forest Beat Officer
Required qualification: MCA from recognized university with minimum 55% marks
Age criteria: 18-30 years
Exam fee: ₹250
Pay after selection: Level-2: ₹19,900-63,200
Important dates - 
  Apply from: 18/11/2026
  Apply till: 17 October 2027
  Exam on: 1-Feb-2027
Experience criteria: Freshers eligible","VACANCY_COUNT:20; POST_NAME:Forest Beat Officer; QUALIFICATION:MCA from recognized university with minimum 55% marks; AGE_LIMIT:18-30 years; APPLICATION_FEE:₹250; PAY_SCALE:Level-2: ₹19,900-63,200; START_DATE:18/11/2026; LAST_DATE:17 October 2027; EXAM_DATE:1-Feb-2027; EXPERIENCE:Freshers eligible",IBPS,Indian Army Agniveer Rally 2026,20
"Council of Scientific & Industrial Research
RECRUITMENT OF GRAMIN DAK SEVAK - 2024

CSIR invites applications from eligible Indian Citizens for appointment of Gramin Dak Sevak in various branches/offices across India.

Vacancies: 50 (including backlog)
Category-wise: UR-20, OBC-13, SC-7, ST-4, EWS-5

Eligibility: B.Tech/B.E. in Computer Science/IT/Electronics from recognized university
Age on cutoff date: 21-32 years
Fee: ₹1000 + GST for General/OBC, Nil for SC/ST/PwBD
CTC: Level-2: ₹19,900-63,200 approximately
Online application: 23.07.2026 to 27th March 2027
Online exam: 25-May-2027
Experience: 5 years of experience in relevant field","ORGANIZATION:CSIR; POST_NAME:Gramin Dak Sevak; VACANCY_COUNT:50; QUALIFICATION:B.Tech/B.E. in Computer Science/IT/Electronics from recognized university; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹1000; PAY_SCALE:Level-2: ₹19,900-63,200; START_DATE:23.07.2026; LAST_DATE:27th March 2027; EXAM_DATE:25-May-2027; EXPERIENCE:5 years of experience in relevant field",CSIR,ESIC UDC/Stenographer/MTS Recruitment 2026,50
"The GAIL invites online applications from eligible candidates for direct recruitment to 5000 posts of Forest Beat Officer in Gas Authority of India Limited. Candidates should possess Bachelor Degree in any discipline from recognized university. The age of the candidate should be between 21-32 years. Application fee is ₹750. The pay scale for the post is Level-14: ₹1,44,200-2,18,200. Interested candidates may apply online from 22.06.2026 to 24 August, 2026. The computer based test is tentatively scheduled on 22 October, 2026. Required experience: No experience required.","ORGANIZATION:GAIL; VACANCY_COUNT:5000; POST_NAME:Forest Beat Officer; QUALIFICATION:Bachelor Degree in any discipline from recognized university; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹750; PAY_SCALE:Level-14: ₹1,44,200-2,18,200; START_DATE:22.06.2026; LAST_DATE:24 August, 2026; EXAM_DATE:22 October, 2026; EXPERIENCE:No experience required",GAIL,BHEL Engineer Trainee through GATE 2026,5000
"BARC Recruitment 2026 - Graduate Engineer Trainee (GET)

The Bhabha Atomic Research Centre has announced 50 vacancies.
Eligible candidates having MBA/PGDM from recognized institute can apply.
Candidates age should not exceed 25-40 years.
Pay: ₹25,000 consolidated per month
Fee: ₹2000
Apply from: 19th December 2026
Apply before: 11 February 2026
Exam: 04-02-2027
Experience required: Freshers eligible","ORGANIZATION:BARC; POST_NAME:Graduate Engineer Trainee (GET); VACANCY_COUNT:50; QUALIFICATION:MBA/PGDM from recognized institute; AGE_LIMIT:25-40 years; PAY_SCALE:₹25,000 consolidated per month; APPLICATION_FEE:₹2000; START_DATE:19th December 2026; LAST_DATE:11 February 2026; EXAM_DATE:04-02-2027; EXPERIENCE:Freshers eligible",BARC,IBPS RRB Officer Scale-I Recruitment 2026,50
"Telangana PUBLIC SERVICE COMMISSION
NOTIFICATION NO. 18/2026

The Telangana Public Service Commission (TSPSC) invites applications for recruitment to the post of Multi Tasking Staff (MTS).

Total Vacancies: 10000 posts
Educational Qualification: M.Tech in Computer Science/Information Technology
Age: 21-32 years as on 01/07/2024
Fee: ₹1500
Pay Scale: ₹35,000-₹40,000 per month
Registration Start: 06-09-2026
Last Date to Apply: 23-06-2026
Preliminary Exam Date: 27/01/2026
Experience: 1 years of experience in relevant field
Selection: Prelims + Mains + Interview","ORGANIZATION:TSPSC; POST_NAME:Multi Tasking Staff (MTS); VACANCY_COUNT:10000; QUALIFICATION:M.Tech in Computer Science/Information Technology; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹1500; PAY_SCALE:₹35,000-₹40,000 per month; START_DATE:06-09-2026; LAST_DATE:23-06-2026; EXAM_DATE:27/01/2026; EXPERIENCE:1 years of experience in relevant field",TSPSC,AAI Junior Executive Recruitment 2026,10000
"ISRO Recruitment 2024 - Scientist B

The Indian Space Research Organisation has announced 5000 vacancies.
Eligible candidates having Intermediate (10+2) with typing speed 35 WPM can apply.
Candidates age should not exceed 18-30 years.
Pay: Level-6: ₹35,400-1,12,400
Fee: ₹2000
Apply from: 07/05/2026
Apply before: 14nd January 2026
Exam: 28/03/2026
Experience required: 2 years of experience in relevant field","ORGANIZATION:ISRO; POST_NAME:Scientist B; VACANCY_COUNT:5000; QUALIFICATION:Intermediate (10+2) with typing speed 35 WPM; AGE_LIMIT:18-30 years; PAY_SCALE:Level-6: ₹35,400-1,12,400; APPLICATION_FEE:₹2000; START_DATE:07/05/2026; LAST_DATE:14nd January 2026; EXAM_DATE:28/03/2026; EXPERIENCE:2 years of experience in relevant field",ISRO,IBPS RRB Officer Scale-I Recruitment 2026,5000
"The NTPC invites online applications from eligible candidates for direct recruitment to 25 posts of Lower Division Clerk (LDC) in National Thermal Power Corporation. Candidates should possess Post Graduate Degree in relevant subject with UGC NET. The age of the candidate should be between 19.5-25 years. Application fee is ₹250. The pay scale for the post is Level-1: ₹18,000-56,900. Interested candidates may apply online from 22.12.2026 to 6 August, 2027. The computer based test is tentatively scheduled on 6-Sep-2027. Required experience: No experience required.","ORGANIZATION:NTPC; VACANCY_COUNT:25; POST_NAME:Lower Division Clerk (LDC); QUALIFICATION:Post Graduate Degree in relevant subject with UGC NET; AGE_LIMIT:19.5-25 years; APPLICATION_FEE:₹250; PAY_SCALE:Level-1: ₹18,000-56,900; START_DATE:22.12.2026; LAST_DATE:6 August, 2027; EXAM_DATE:6-Sep-2027; EXPERIENCE:No experience required",NTPC,Combined Higher Secondary Level Examination (CHSL) 2026,25
"WALK-IN INTERVIEW / RECRUITMENT DRIVE
Council of Scientific & Industrial Research (CSIR)

Post: ASI
Number of Posts: 2000 nos.
Qualification: ITI in relevant trade with NCVT certificate
Age: Not exceeding 18-27 years
Consolidated Pay: Pay Band-2: ₹9,300-34,800 + Grade Pay ₹4,200
No application fee required.
Registration Date: 2st January 2026
Walk-in Date: 28-04-2027
Experience: Freshers eligible","ORGANIZATION:CSIR; POST_NAME:ASI; VACANCY_COUNT:2000; QUALIFICATION:ITI in relevant trade with NCVT certificate; AGE_LIMIT:18-27 years; PAY_SCALE:Pay Band-2: ₹9,300-34,800 + Grade Pay ₹4,200; START_DATE:2st January 2026; LAST_DATE:28-04-2027; EXPERIENCE:Freshers eligible",CSIR,DRDO CEPTAM Recruitment 2026,2000
"The CSIR invites online applications from eligible candidates for direct recruitment to 10 posts of Inspector of Posts in Council of Scientific & Industrial Research. Candidates should possess MBBS from recognized medical college. The age of the candidate should be between 17.5-21 years. Application fee is ₹600. The pay scale for the post is ₹50,000-₹60,000 per month. Interested candidates may apply online from 06-03-2026 to 07-01-2026. The computer based test is tentatively scheduled on 05-11-2026. Required experience: 3 years of experience in relevant field.","ORGANIZATION:CSIR; VACANCY_COUNT:10; POST_NAME:Inspector of Posts; QUALIFICATION:MBBS from recognized medical college; AGE_LIMIT:17.5-21 years; APPLICATION_FEE:₹600; PAY_SCALE:₹50,000-₹60,000 per month; START_DATE:06-03-2026; LAST_DATE:07-01-2026; EXAM_DATE:05-11-2026; EXPERIENCE:3 years of experience in relevant field",CSIR,Combined Defence Services Examination (CDS) 2026,10
"DMRC Recruitment 2025 - ASI

The Delhi Metro Rail Corporation has announced 1 vacancies.
Eligible candidates having B.Com/M.Com with CA/ICWA qualification can apply.
Candidates age should not exceed 18-32 years.
Pay: Level-6: ₹35,400-1,12,400
Fee: ₹250
Apply from: 27/06/2026
Apply before: 23/02/2026
Exam: 16 December, 2026
Experience required: 2 years of experience in relevant field","ORGANIZATION:DMRC; POST_NAME:ASI; VACANCY_COUNT:1; QUALIFICATION:B.Com/M.Com with CA/ICWA qualification; AGE_LIMIT:18-32 years; PAY_SCALE:Level-6: ₹35,400-1,12,400; APPLICATION_FEE:₹250; START_DATE:27/06/2026; LAST_DATE:23/02/2026; EXAM_DATE:16 December, 2026; EXPERIENCE:2 years of experience in relevant field",DMRC,NABARD Grade A & B Officer Recruitment 2026,1
"RECRUITMENT NOTIFICATION
Advertisement No. 20/2026
Organization: Food Corporation of India
Name of Post: Fitter
No. of Vacancies: 250
Qualification Required: B.Com/M.Com with CA/ICWA qualification
Maximum Age: 25-40 years
Fee: ₹1500
Salary/Pay: Level-2: ₹19,900-63,200
Opening Date: 4rd March 2026
Closing Date: 15 September 2026
Exam Date: 22 December 2027
Work Experience: 2 years of experience in relevant field","POST_NAME:Fitter; VACANCY_COUNT:250; QUALIFICATION:B.Com/M.Com with CA/ICWA qualification; AGE_LIMIT:25-40 years; APPLICATION_FEE:₹1500; PAY_SCALE:Level-2: ₹19,900-63,200; START_DATE:4rd March 2026; LAST_DATE:15 September 2026; EXAM_DATE:22 December 2027; EXPERIENCE:2 years of experience in relevant field",FCI,Junior Engineer (JE) Recruitment 2026,250
"Notification: Indian Army Agniveer Rally 2026
Issued by: Hindustan Aeronautics Limited
Total posts to be filled: 1
Post name: Forest Range Officer
Required qualification: Bachelor Degree in any discipline from recognized university
Age criteria: 21-35 years
Exam fee: ₹200
Pay after selection: ₹50,000-₹60,000 per month
Important dates - 
  Apply from: 23 December 2026
  Apply till: 13/02/2026
  Exam on: 12-Aug-2026
Experience criteria: 3 years of experience in relevant field","VACANCY_COUNT:1; POST_NAME:Forest Range Officer; QUALIFICATION:Bachelor Degree in any discipline from recognized university; AGE_LIMIT:21-35 years; APPLICATION_FEE:₹200; PAY_SCALE:₹50,000-₹60,000 per month; START_DATE:23 December 2026; LAST_DATE:13/02/2026; EXAM_DATE:12-Aug-2026; EXPERIENCE:3 years of experience in relevant field",HAL,Indian Army Agniveer Rally 2026,1
"National Informatics Centre (NIC) has released notification for TSPSC Forest Range Officer Recruitment 2026. Total number of vacancies: 500 posts for the post of Head Constable. Educational Qualification: MBA/PGDM from recognized institute. Age Limit: 20-28 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹300 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: Pay Band-3: ₹15,600-39,100 + Grade Pay ₹5,400. Application Start Date: 12-08-2026. Last Date to Apply: 20-Sep-2026. Date of Examination: 04/02/2027. Experience: 5 years of experience in relevant field.","ORGANIZATION:NIC; VACANCY_COUNT:500; POST_NAME:Head Constable; QUALIFICATION:MBA/PGDM from recognized institute; AGE_LIMIT:20-28 years; APPLICATION_FEE:₹300; PAY_SCALE:Pay Band-3: ₹15,600-39,100 + Grade Pay ₹5,400; START_DATE:12-08-2026; LAST_DATE:20-Sep-2026; EXAM_DATE:04/02/2027; EXPERIENCE:5 years of experience in relevant field",NIC,TSPSC Forest Range Officer Recruitment 2026,500
"Applications are invited for 750 positions of Scientist/Engineer SC in Delhi Metro Rail Corporation (DMRC). Essential qualification is M.Sc. in relevant subject with NET/SLET qualification. Upper age limit is 20-28 years as on closing date. Selection will be through written examination. Examination fee: ₹100. Remuneration: Level-12: ₹78,800-2,09,200. Online registration opens: 07-06-2026. Last date for submission: 28th November 2027. Written test date: 07.01.2026. Desired experience: Freshers eligible.","VACANCY_COUNT:750; POST_NAME:Scientist/Engineer SC; ORGANIZATION:DMRC; QUALIFICATION:M.Sc. in relevant subject with NET/SLET qualification; AGE_LIMIT:20-28 years; APPLICATION_FEE:₹100; PAY_SCALE:Level-12: ₹78,800-2,09,200; START_DATE:07-06-2026; LAST_DATE:28th November 2027; EXAM_DATE:07.01.2026; EXPERIENCE:Freshers eligible",DMRC,RRB JE Recruitment 2026,750
"Steel Authority of India Limited (SAIL) has released notification for RRB NTPC Recruitment 2026. Total number of vacancies: 200 posts for the post of Clerk. Educational Qualification: Ph.D. in relevant discipline. Age Limit: 20-28 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹200 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: ₹44,900-₹1,42,400 (7th CPC). Application Start Date: 12/03/2026. Last Date to Apply: 24/04/2026. Date of Examination: 05.06.2027. Experience: 3 years of experience in relevant field.","ORGANIZATION:SAIL; VACANCY_COUNT:200; POST_NAME:Clerk; QUALIFICATION:Ph.D. in relevant discipline; AGE_LIMIT:20-28 years; APPLICATION_FEE:₹200; PAY_SCALE:₹44,900-₹1,42,400 (7th CPC); START_DATE:12/03/2026; LAST_DATE:24/04/2026; EXAM_DATE:05.06.2027; EXPERIENCE:3 years of experience in relevant field",SAIL,RRB NTPC Recruitment 2026,200
"Reserve Bank of India (RBI) has released notification for ESIC UDC/Stenographer/MTS Recruitment 2026. Total number of vacancies: 3000 posts for the post of Probationary Officer. Educational Qualification: Matriculation (10th pass) from recognized board. Age Limit: 20-28 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹600 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: ₹50,000-₹60,000 per month. Application Start Date: 04-09-2026. Last Date to Apply: 02-08-2026. Date of Examination: 22-Mar-2026. Experience: 1 years of experience in relevant field.","ORGANIZATION:RBI; VACANCY_COUNT:3000; POST_NAME:Probationary Officer; QUALIFICATION:Matriculation (10th pass) from recognized board; AGE_LIMIT:20-28 years; APPLICATION_FEE:₹600; PAY_SCALE:₹50,000-₹60,000 per month; START_DATE:04-09-2026; LAST_DATE:02-08-2026; EXAM_DATE:22-Mar-2026; EXPERIENCE:1 years of experience in relevant field",RBI,ESIC UDC/Stenographer/MTS Recruitment 2026,3000
